State_x,District,NDVI,Rainfall,Temperature,Year,,Area,Production,Yield,Crop
Haryana,Kaithal,4763.216256,558.3621921,29.07481965,2015,,0,0,0,Tobacco_Kharif
Haryana,Kaithal,4763.216256,558.3621921,29.07481965,2015,,0,0,0,Urad_Kharif
Haryana,Kaithal,4763.216256,558.3621921,29.07481965,2015,,0,0,0,Arecanut_Kharif
Haryana,Kaithal,4763.216256,558.3621921,29.07481965,2015,,0,0,0,Cashewnut_Kharif
Haryana,Kaithal,4763.216256,558.3621921,29.07481965,2015,,0,0,0,Castor seed_Kharif
Haryana,Kaithal,4763.216256,558.3621921,29.07481965,2015,,0,0,0,Coriander_Kharif
Haryana,Kaithal,4763.216256,558.3621921,29.07481965,2015,,0,0,0,Horse-gram_Kharif
Haryana,Kaithal,4763.216256,558.3621921,29.07481965,2015,,0,0,0,Linseed_Kharif
Haryana,Kaithal,4763.216256,558.3621921,29.07481965,2015,,0,0,0,Oilseeds total_Kharif
Haryana,Kaithal,4763.216256,558.3621921,29.07481965,2015,,0,0,0,Onion_Kharif
Haryana,Kaithal,4763.216256,558.3621921,29.07481965,2015,,0,0,0,Soyabean_Kharif
Haryana,Kaithal,4763.216256,558.3621921,29.07481965,2015,,0,0,0,Turmeric_Kharif
Haryana,Kaithal,4763.216256,558.3621921,29.07481965,2015,,0,0,0,Safflower_Kharif
Haryana,Kaithal,4763.216256,558.3621921,29.07481965,2015,,0,0,0,Gram_Kharif
Haryana,Kaithal,4763.216256,558.3621921,29.07481965,2015,,0,0,0,Rapeseed &Mustard_Kharif
Haryana,Kaithal,4763.216256,558.3621921,29.07481965,2015,,0,0,0,Sannhamp_Kharif
Haryana,Kaithal,4763.216256,558.3621921,29.07481965,2015,,0,0,0,Mesta_Kharif
Haryana,Kaithal,4763.216256,558.3621921,29.07481965,2015,,0,0,0,Wheat_Kharif
Haryana,Kaithal,4763.216256,558.3621921,29.07481965,2015,,0,0,0,Niger seed_Kharif
Haryana,Kaithal,4763.216256,558.3621921,29.07481965,2015,,0,0,0,Black pepper_Kharif
Haryana,Kaithal,4763.216256,558.3621921,29.07481965,2015,,0,0,0,Guar seed_Kharif
Haryana,Kaithal,4763.216256,558.3621921,29.07481965,2015,,510,4080,8,Peas & beans (Pulses)_Kharif
Haryana,Kaithal,4763.216256,558.3621921,29.07481965,2015,,0,0,0,Jute_Kharif
Haryana,Kaithal,4763.216256,558.3621921,29.07481965,2015,,0,0,0,Barley_Kharif
Haryana,Kaithal,4763.216256,558.3621921,29.07481965,2015,,0,0,0,Moth_Kharif
Haryana,Kaithal,4763.216256,558.3621921,29.07481965,2015,,0,0,0,Other Cereals_Kharif
Haryana,Kaithal,4763.216256,558.3621921,29.07481965,2015,,0,0,0,Masoor_Kharif
Haryana,Kaithal,4763.216256,558.3621921,29.07481965,2015,,0,0,0,Banana_Kharif
Haryana,Kaithal,4763.216256,558.3621921,29.07481965,2015,,0,0,0,Mango_Kharif
Haryana,Kaithal,4763.216256,558.3621921,29.07481965,2015,,0,0,0,Brinjal_Kharif
Haryana,Kaithal,4763.216256,558.3621921,29.07481965,2015,,0,0,0,Garlic_Kharif
Haryana,Kaithal,4763.216256,558.3621921,29.07481965,2015,,0,0,0,Other Rabi pulses_Kharif
Haryana,Kaithal,4763.216256,558.3621921,29.07481965,2015,,0,0,0,Total foodgrain_Kharif
Haryana,Panipat,4669.871703,549.6923979,29.35600818,2015,,100,100,1,Arhar/Tur_Kharif
